,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
11543,Shot Chart Detail,0021800964,46,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,26,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,105,171,1,1,20190305,GSW,BOS
11544,Shot Chart Detail,0021800964,53,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-179,193,1,1,20190305,GSW,BOS
11545,Shot Chart Detail,0021800964,86,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,42,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-107,140,1,1,20190305,GSW,BOS
11546,Shot Chart Detail,0021800964,183,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,12,274,1,1,20190305,GSW,BOS
11547,Shot Chart Detail,0021800964,197,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,34,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-196,172,1,1,20190305,GSW,BOS
11548,Shot Chart Detail,0021800964,211,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,47,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-31,104,1,0,20190305,GSW,BOS
11549,Shot Chart Detail,0021800964,248,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,60,264,1,0,20190305,GSW,BOS
11550,Shot Chart Detail,0021800964,258,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,20,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-207,141,1,1,20190305,GSW,BOS
11551,Shot Chart Detail,0021800964,321,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,145,229,1,0,20190305,GSW,BOS
11552,Shot Chart Detail,0021800964,345,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,53,19,536,1,0,20190305,GSW,BOS
11553,Shot Chart Detail,0021800964,366,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,23,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,17,1,1,20190305,GSW,BOS
11554,Shot Chart Detail,0021800964,402,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,14,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,22,1,0,20190305,GSW,BOS
11555,Shot Chart Detail,0021800964,427,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,9,320,1,0,20190305,GSW,BOS
11556,Shot Chart Detail,0021800964,429,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,27,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,23,-206,115,1,1,20190305,GSW,BOS
11557,Shot Chart Detail,0021800964,518,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,9,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-237,69,1,0,20190305,GSW,BOS
11558,Shot Chart Detail,0021800984,94,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,51,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,113,159,1,1,20190308,GSW,DEN
11559,Shot Chart Detail,0021800984,108,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,44,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,215,144,1,0,20190308,GSW,DEN
11560,Shot Chart Detail,0021800984,122,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,10,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-22,289,1,1,20190308,GSW,DEN
11561,Shot Chart Detail,0021800984,147,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,29,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,74,158,1,0,20190308,GSW,DEN
11562,Shot Chart Detail,0021800984,160,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,6,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,49,183,1,0,20190308,GSW,DEN
11563,Shot Chart Detail,0021800984,171,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,30,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-20,44,1,0,20190308,GSW,DEN
11564,Shot Chart Detail,0021800984,191,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-159,212,1,0,20190308,GSW,DEN
11565,Shot Chart Detail,0021800984,364,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,46,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,2,278,1,1,20190308,GSW,DEN
11566,Shot Chart Detail,0021800984,395,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,51,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,152,138,1,1,20190308,GSW,DEN
11567,Shot Chart Detail,0021800984,419,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,21,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,62,129,1,0,20190308,GSW,DEN
11568,Shot Chart Detail,0021800984,431,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,217,169,1,0,20190308,GSW,DEN
11569,Shot Chart Detail,0021800984,492,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,29,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-46,295,1,1,20190308,GSW,DEN
11570,Shot Chart Detail,0021800984,523,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,2,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,47,-165,446,1,0,20190308,GSW,DEN
11571,Shot Chart Detail,0021800984,657,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,23,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,226,140,1,1,20190308,GSW,DEN
11572,Shot Chart Detail,0021800984,660,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,181,188,1,0,20190308,GSW,DEN
11573,Shot Chart Detail,0021800984,677,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,61,263,1,0,20190308,GSW,DEN
11574,Shot Chart Detail,0021801000,31,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-232,127,1,0,20190310,GSW,PHX
11575,Shot Chart Detail,0021801000,75,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-142,269,1,0,20190310,GSW,PHX
11576,Shot Chart Detail,0021801000,121,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,179,193,1,0,20190310,GSW,PHX
11577,Shot Chart Detail,0021801000,137,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,1,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-116,179,1,0,20190310,GSW,PHX
11578,Shot Chart Detail,0021801000,266,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,41,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,84,194,1,0,20190310,GSW,PHX
11579,Shot Chart Detail,0021801000,268,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-101,264,1,1,20190310,GSW,PHX
11580,Shot Chart Detail,0021801000,288,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,49,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,16,1,0,20190310,GSW,PHX
11581,Shot Chart Detail,0021801000,368,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,37,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,33,56,1,1,20190310,GSW,PHX
11582,Shot Chart Detail,0021801000,372,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,231,104,1,0,20190310,GSW,PHX
11583,Shot Chart Detail,0021801000,405,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-195,183,1,0,20190310,GSW,PHX
11584,Shot Chart Detail,0021801000,415,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-63,261,1,0,20190310,GSW,PHX
11585,Shot Chart Detail,0021801000,431,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,8,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-5,82,1,1,20190310,GSW,PHX
11586,Shot Chart Detail,0021801000,438,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-185,190,1,0,20190310,GSW,PHX
11587,Shot Chart Detail,0021801000,450,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,49,257,1,0,20190310,GSW,PHX
11588,Shot Chart Detail,0021801000,462,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-190,193,1,1,20190310,GSW,PHX
11589,Shot Chart Detail,0021801000,595,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,139,243,1,1,20190310,GSW,PHX
11590,Shot Chart Detail,0021801000,615,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,228,114,1,1,20190310,GSW,PHX
11591,Shot Chart Detail,0021801000,648,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,132,229,1,0,20190310,GSW,PHX
11592,Shot Chart Detail,0021801000,694,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-162,225,1,0,20190310,GSW,PHX
11593,Shot Chart Detail,0021801000,709,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-203,216,1,0,20190310,GSW,PHX
11594,Shot Chart Detail,0021801018,13,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,28,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,5,1,1,20190313,HOU,GSW
11595,Shot Chart Detail,0021801018,50,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,145,222,1,1,20190313,HOU,GSW
11596,Shot Chart Detail,0021801018,93,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,133,271,1,1,20190313,HOU,GSW
11597,Shot Chart Detail,0021801018,101,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,35,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-124,256,1,0,20190313,HOU,GSW
11598,Shot Chart Detail,0021801018,105,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,7,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-9,74,1,1,20190313,HOU,GSW
11599,Shot Chart Detail,0021801018,126,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,13,1,1,20190313,HOU,GSW
11600,Shot Chart Detail,0021801018,134,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-52,288,1,0,20190313,HOU,GSW
11601,Shot Chart Detail,0021801018,147,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,13,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,103,155,1,0,20190313,HOU,GSW
11602,Shot Chart Detail,0021801018,279,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,54,299,1,0,20190313,HOU,GSW
11603,Shot Chart Detail,0021801018,291,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,26,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-24,24,1,0,20190313,HOU,GSW
11604,Shot Chart Detail,0021801018,294,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,26,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,8,1,1,20190313,HOU,GSW
11605,Shot Chart Detail,0021801018,363,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-186,204,1,1,20190313,HOU,GSW
11606,Shot Chart Detail,0021801018,413,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,45,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,87,48,1,1,20190313,HOU,GSW
11607,Shot Chart Detail,0021801018,417,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,8,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-6,147,1,0,20190313,HOU,GSW
11608,Shot Chart Detail,0021801018,419,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,3,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,4,1,0,20190313,HOU,GSW
11609,Shot Chart Detail,0021801018,425,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,32,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-158,212,1,0,20190313,HOU,GSW
11610,Shot Chart Detail,0021801018,450,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,3,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-54,41,1,0,20190313,HOU,GSW
11611,Shot Chart Detail,0021801018,454,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,30,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,25,188,1,0,20190313,HOU,GSW
11612,Shot Chart Detail,0021801018,570,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,20,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,49,262,1,0,20190313,HOU,GSW
11613,Shot Chart Detail,0021801018,591,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,18,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,128,141,1,0,20190313,HOU,GSW
11614,Shot Chart Detail,0021801038,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,45,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,57,1,1,20190316,OKC,GSW
11615,Shot Chart Detail,0021801038,61,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,20,Missed Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20190316,OKC,GSW
11616,Shot Chart Detail,0021801038,96,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,27,1,1,20190316,OKC,GSW
11617,Shot Chart Detail,0021801038,106,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,16,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,-3,1,1,20190316,OKC,GSW
11618,Shot Chart Detail,0021801038,111,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,31,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-3,38,1,0,20190316,OKC,GSW
11619,Shot Chart Detail,0021801038,128,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,204,-8,1,1,20190316,OKC,GSW
11620,Shot Chart Detail,0021801038,139,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,48,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-168,195,1,1,20190316,OKC,GSW
11621,Shot Chart Detail,0021801038,153,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,54,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,154,230,1,0,20190316,OKC,GSW
11622,Shot Chart Detail,0021801038,175,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,8,1,0,20190316,OKC,GSW
11623,Shot Chart Detail,0021801038,282,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-208,-15,1,0,20190316,OKC,GSW
11624,Shot Chart Detail,0021801038,307,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-120,231,1,0,20190316,OKC,GSW
11625,Shot Chart Detail,0021801038,337,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,52,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-112,226,1,1,20190316,OKC,GSW
11626,Shot Chart Detail,0021801038,342,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,29,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,15,1,1,20190316,OKC,GSW
11627,Shot Chart Detail,0021801038,359,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,27,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-220,6,1,0,20190316,OKC,GSW
11628,Shot Chart Detail,0021801038,371,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-192,17,1,0,20190316,OKC,GSW
11629,Shot Chart Detail,0021801038,419,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,0,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,239,1,1,1,20190316,OKC,GSW
11630,Shot Chart Detail,0021801038,462,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,49,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,0,1,0,20190316,OKC,GSW
11631,Shot Chart Detail,0021801038,471,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,14,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,119,215,1,0,20190316,OKC,GSW
11632,Shot Chart Detail,0021801038,490,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,112,234,1,0,20190316,OKC,GSW
11633,Shot Chart Detail,0021801038,502,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,44,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,40,1,1,20190316,OKC,GSW
11634,Shot Chart Detail,0021801038,506,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,8,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-114,221,1,0,20190316,OKC,GSW
11635,Shot Chart Detail,0021801038,633,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,27,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,13,1,1,20190316,OKC,GSW
11636,Shot Chart Detail,0021801038,643,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,40,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,22,1,0,20190316,OKC,GSW
11637,Shot Chart Detail,0021801055,45,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-185,167,1,0,20190318,SAS,GSW
11638,Shot Chart Detail,0021801055,61,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-133,8,1,0,20190318,SAS,GSW
11639,Shot Chart Detail,0021801055,86,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,38,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,16,1,0,20190318,SAS,GSW
11640,Shot Chart Detail,0021801055,89,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-117,230,1,0,20190318,SAS,GSW
11641,Shot Chart Detail,0021801055,103,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,1,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,-1,1,0,20190318,SAS,GSW
11642,Shot Chart Detail,0021801055,125,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,32,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,19,1,0,20190318,SAS,GSW
11643,Shot Chart Detail,0021801055,136,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-149,201,1,0,20190318,SAS,GSW
11644,Shot Chart Detail,0021801055,147,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,17,1,1,20190318,SAS,GSW
11645,Shot Chart Detail,0021801055,152,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,0,Made Shot,Pullup Jump shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,60,29,603,1,1,20190318,SAS,GSW
11646,Shot Chart Detail,0021801055,247,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,56,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,23,-97,209,1,1,20190318,SAS,GSW
11647,Shot Chart Detail,0021801055,263,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-58,251,1,0,20190318,SAS,GSW
11648,Shot Chart Detail,0021801055,267,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,23,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,-1,1,0,20190318,SAS,GSW
11649,Shot Chart Detail,0021801055,280,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,27,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,99,227,1,1,20190318,SAS,GSW
11650,Shot Chart Detail,0021801055,304,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,41,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,125,222,1,0,20190318,SAS,GSW
11651,Shot Chart Detail,0021801055,328,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,21,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,152,195,1,0,20190318,SAS,GSW
11652,Shot Chart Detail,0021801055,424,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,7,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,3,274,1,0,20190318,SAS,GSW
11653,Shot Chart Detail,0021801055,426,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,57,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-115,246,1,1,20190318,SAS,GSW
11654,Shot Chart Detail,0021801055,442,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,27,1,1,20190318,SAS,GSW
