iter	Accuracy	Logloss
0	0.6570534317	0.6720225492
1	0.6581712497	0.654851661
2	0.6591772859	0.6441160416
3	0.6609657948	0.6372427
4	0.6600715404	0.6327548366
5	0.6617482674	0.6282976592
6	0.6624189582	0.6230891426
7	0.66253074	0.6195787145
8	0.663089649	0.6182181256
9	0.6637603398	0.6173494707
10	0.6627543036	0.615375235
11	0.6629778672	0.6138259842
12	0.6638721216	0.6121777364
13	0.6657724123	0.6099520737
14	0.6666666667	0.6070307406
15	0.6677844847	0.60505662
